medium;brand;date;time;operator;channel;campaign_name;position_in_break;indexed_gross_rating_point;spotlength;program_before;program_after;program_cat_before;program_cat_after;commercialdescript;flight_description;flight_startdate;flight_enddate;product_type;;pt_tag_on_1;pt_tag_on_2
TV;NL;12/28/2023;10:18:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;Before Last Position;0.05604033529;15;nanny;nanny;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;7:26:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;Before Last Position;0;15;charmed;charmed;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;7:00:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Last Position;0;15;skispringen 4schansentoernooi hs142 here;skispringen 4schansentoernooi hs142 here;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;7:52:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.02658885546;15;mike and molly;mike and molly;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;9:58:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.3681544062;15;cross country wb sprint heren;veldrijden wb dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;7:54:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.216526781;15;simpsons;simpsons;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;11:09:00 PM;Ad Alliance;RTL 4;TV-NL-televisies-2023-52;Any Other Position;16.53380291;15;nieuws quiz 2023;klok;amusement;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;8:46:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;1.129626628;15;friends;friends;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;9:09:00 PM;Ad Alliance;RTL 4;TV-NL-televisies-2023-52;Any Other Position;34.58947135;15;hollands got talent;hollands got talent;amusement;amusement;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;7:31:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.9435128348;15;young sheldon;young sheldon;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;11:11:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.2940645743;15;skien wb reuzenslalom dames;skien wb reuzenslalom dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;7:41:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;pit bulls & parolees (season 9) - under;pit bulls & parolees (season 9) - under;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;10:26:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;1.242466882;15;in the heart of the sea;in the heart of the sea;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;10:49:00 PM;Ad Alliance;ID;TV-NL-televisies-2023-52;Any Other Position;1.049351029;15;signs of a psychopath;signs of a psychopath;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;7:27:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.4454934938;15;young sheldon;young sheldon;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;10:35:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;1.562763886;15;crime scene investigation;crime scene investigation;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;8:53:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Second Position;0.3219922581;15;djokovic unmasked;tennis australian open heren f;sportinformatie;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;6:51:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Last Position;0.2877716745;15;skispringen 4schansentoernooi hs142 here;skispringen 4schansentoernooi hs142 here;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;10:41:00 PM;Ad Alliance;RTL 7;TV-NL-televisies-2023-52;Any Other Position;2.999722222;15;walking tall the payback;walking tall the payback;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;6:20:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;tanked (season 8) - gangster tank;tanked (season 8) - gangster tank;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;9:51:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.793951205;15;santa in training;santa in training;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;8:23:00 PM;Ad Alliance;RTL 4;TV-NL-televisies-2023-52;Any Other Position;52.02080365;15;masked singer;masked singer;amusement;amusement;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;10:06:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;0.6262985225;15;will and grace;will and grace;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;10:20:00 PM;Ad Alliance;Discovery Channel;TV-NL-televisies-2023-52;Any Other Position;0.845213716;15;holden bros restos;holden bros restos;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;8:25:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;zoo (season 5), the - bronx blizzard;zoo (season 5), the - bronx blizzard;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;8:19:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Second Position;1.584459697;15;american dad;american dad;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;6:11:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;2.739149712;15;modern family;modern family;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;11:47:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;0.7762902041;15;house md;house md;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;9:38:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.07129644299;15;cross country wb sprint heren;cross country wb sprint dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;6:47:00 PM;Ad Alliance;Discovery Channel;TV-NL-televisies-2023-52;Last Position;1.263275839;15;wheeler dealers;wheeler dealers;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;6:27:00 PM;Ad Alliance;RTL Crime;TV-NL-televisies-2023-52;Any Other Position;0.5261589895;15;aspe;aspe;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;7:59:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Last Position;0;15;skien wb slalom dames;skien wb slalom dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;6:07:00 PM;Ad Alliance;24Kitchen;TV-NL-televisies-2023-52;Any Other Position;0.057735936;15;snel met miljuschka;snel met miljuschka;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;8:23:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Last Position;0.4383336153;15;mike and molly;mike and molly;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;10:50:00 PM;Ad Alliance;MTV;TV-NL-televisies-2023-52;Any Other Position;0.61859086;15;ridiculousness;ridiculousness;amusement;amusement;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;8:20:00 PM;Ad Alliance;Discovery Channel;TV-NL-televisies-2023-52;Before Last Position;1.597071213;15;repair shop;repair shop;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;7:50:00 PM;Ad Alliance;RTL 7;TV-NL-televisies-2023-52;Last Position;2.394545855;15;pawn stars;pawn stars;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;8:15:00 PM;Ad Alliance;RTL 7;TV-NL-televisies-2023-52;Before Last Position;4.635579156;15;pawn stars;pawn stars;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;10:04:00 PM;Ad Alliance;RTL Z;TV-NL-televisies-2023-52;Before Last Position;2.124944868;15;food that built the world;food that built the world;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;10:03:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.7526198158;15;tennis australian open heren f;fight club;sportreportage;sportinformatie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;7:39:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;pit bulls & parolees (season 9) - clean;pit bulls & parolees (season 9) - clean;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;7:38:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;pit bulls & parolees (season 8) - down b;pit bulls & parolees (season 8) - down b;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;7:04:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Last Position;0;15;skispringen 4schansentoernooi hs142 here;skispringen 4schansentoernooi hs142 here;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;11:11:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;First Position;0.3415372506;15;bold and the beautiful;bold and the beautiful;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;8:50:00 PM;Ad Alliance;RTL 5;TV-NL-televisies-2023-52;Any Other Position;4.088954346;15;e o d explosieven opruimingsdienst;e o d explosieven opruimingsdienst;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;6:38:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;tanked (season 8) - kurt buschs tankadeg;tanked (season 8) - kurt buschs tankadeg;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;7:24:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;pit bulls & parolees (season 9) - under;pit bulls & parolees (season 9) - under;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;7:51:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.115069353;15;skispringen 4schansentoernooi hs137 here;djokovic unmasked;sportinformatie;sportinformatie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;11:14:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;Before Last Position;0.3919853321;15;bold and the beautiful;bold and the beautiful;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;10:13:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Before Last Position;0;15;veldrijden wb dames;veldrijden wb dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;10:45:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;First Position;0;15;nanny;nanny;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;7:50:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Last Position;1.022913606;15;medium;medium;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;8:11:00 PM;Ad Alliance;RTL 7;TV-NL-televisies-2023-52;Second Position;3.300236546;15;pawn stars;pawn stars;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;10:12:00 PM;Ad Alliance;XITE;TV-NL-televisies-2023-52;Any Other Position;0.03048746704;15;rock on;rock on;populaire muziek & dans;populaire muziek & dans;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;6:46:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;0.6066004549;15;house md;house md;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;9:59:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Last Position;0.03853990365;15;minute;veldrijden wb dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;9:03:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Any Other Position;0.1910864205;15;skispringen 4schansentoernooi hs137 here;cross country wb sprint dames;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;9:25:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;1.340050608;15;cop out;cop out;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;11:25:00 PM;Ad Alliance;ID;TV-NL-televisies-2023-52;Any Other Position;0.7110379396;15;mother may i murder;mother may i murder;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;10:28:00 PM;Ad Alliance;24Kitchen;TV-NL-televisies-2023-52;Any Other Position;0.6322952175;15;late nite eats;late nite eats;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;10:30:00 PM;Ad Alliance;ID;TV-NL-televisies-2023-52;Second Position;0.7020326751;15;signs of a psychopath;signs of a psychopath;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;10:45:00 PM;Ad Alliance;TLC;TV-NL-televisies-2023-52;Last Position;0.7435248849;15;hoarding buried alive;hoarding buried alive;non fictie;non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;10:38:00 PM;Ad Alliance;24Kitchen;TV-NL-televisies-2023-52;Any Other Position;0.06109684563;15;rachel khoos chocolate;rachel khoos chocolate;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;6:14:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;1.07573323;15;modern family;modern family;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;8:41:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Any Other Position;1.043841311;15;santa in training;santa in training;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;11:14:00 PM;Ad Alliance;ID;TV-NL-televisies-2023-52;Any Other Position;0.5241611075;15;mother may i murder;mother may i murder;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;8:43:00 PM;Ad Alliance;Eurosport;TV-NL-televisies-2023-52;Before Last Position;0.07675223199;15;skispringen 4schansentoernooi hs137 here;skispringen 4schansentoernooi hs137 here;sportreportage;sportreportage;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/28/2023;7:25:00 PM;Ad Alliance;Animal Planet;TV-NL-televisies-2023-52;Any Other Position;0;15;pit bulls & parolees (season 9) - clean;pit bulls & parolees (season 9) - clean;overig/onbekend;overig/onbekend;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;7:47:00 PM;Ad Alliance;Discovery Channel;TV-NL-televisies-2023-52;Last Position;1.769069856;15;repair shop;repair shop;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;11:40:00 PM;Ad Alliance;RTL Lounge;TV-NL-televisies-2023-52;Last Position;0.5069221116;15;bold and the beautiful;bold and the beautiful;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/26/2023;8:55:00 PM;Ad Alliance;RTL 7;TV-NL-televisies-2023-52;Last Position;5.863080547;15;die hard 2;die hard 2;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/27/2023;11:09:00 PM;Ad Alliance;Comedy Central;TV-NL-televisies-2023-52;Before Last Position;0.9516344067;15;last man standing;last man standing;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/29/2023;7:18:00 PM;Ad Alliance;Discovery Channel;TV-NL-televisies-2023-52;Before Last Position;1.422586764;15;wheeler dealers;wheeler dealers;overige non fictie;overige non fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
TV;NL;12/30/2023;6:52:00 PM;Ad Alliance;Paramount Network;TV-NL-televisies-2023-52;Any Other Position;1.265944335;15;medium;medium;buitenlandse fictie;buitenlandse fictie;Coolblue_NL_wk51_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_12_Televisies wk 51-52;12/18/2023 0:00:00;12/31/2023 0:00:00;televisies;;;
